lat,lon,ID,LTER,Spatial_level_names,Project,Notes,ppt_m,tmp_m,ppt_sd,tmp_sd,ppt_nas,tmp_nas,groupings
34.04345,-119.7140833,13,SBC,Twin E,SBC LTER: Santa Cruz Island: Abundance of Surfperch and Garibaldi,Altitude -30 ft,350.2853338,15.087015,164.7611898,0.508854369,0,0,1
34.0444,-119.7151333,13,SBC,Twin W,SBC LTER: Santa Cruz Island: Abundance of Surfperch and Garibaldi,Altitude -30 ft,352.1077928,15.06941915,165.5222067,0.508191668,0,0,1
34.05076667,-119.7414167,14,SBC,BC 1,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,388.2436382,14.90582879,182.3938375,0.501734306,0,0,1
34.05116667,-119.7418167,14,SBC,BC 2,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,388.4614473,14.89829184,182.5112883,0.501460465,0,0,1
34.05035,-119.7406333,14,SBC,BC Point,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,387.5086554,14.91452603,182.0221179,0.50197094,0,0,1
34.05815,-119.75745,14,SBC,Diablo,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,396.1830706,14.75136543,186.4619987,0.499041924,0,0,1
34.05365,-119.7496333,14,SBC,Fern 1,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,396.1492671,14.83871094,186.4865579,0.500533147,0,0,1
34.05291667,-119.7470333,14,SBC,Fern O,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,393.6542359,14.85706071,185.1772212,0.500755357,0,0,1
34.05695,-119.7551,14,SBC,Fry's 1,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,396.2089918,14.77363882,186.4816305,0.498984858,0,0,1
34.05765,-119.7558833,14,SBC,Fry's 2,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,395.850839,14.76147172,186.3195919,0.498939522,0,0,1
34.05776667,-119.7563,14,SBC,Fry's 3,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,395.9623749,14.7589989,186.3673492,0.498961276,0,0,1
34.04345,-119.7140833,14,SBC,Twin E,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,350.2853338,15.087015,164.7611898,0.508854369,0,0,1
34.0444,-119.7151333,14,SBC,Twin W,"SBC LTER: Santa Cruz Island: Cover of Algae, Invertebrates and Benthic Substrate",Altitude -30 ft,352.1077928,15.06941915,165.5222067,0.508191668,0,0,1
46.17417,-122.22423,145,AND,site_and_mt_st_helens_butte_camp_transect_A,Primary succession on Mount St. Helens: long-term permanent plots,,3557.783818,5.114954923,626.3486983,0.572058411,0,0,1
46.17885,-122.21612,145,AND,site_and_mt_st_helens_butte_camp_transect_B,Primary succession on Mount St. Helens: long-term permanent plots,,3682.449956,4.560055619,654.1738816,0.584957875,0,0,1
46.18114,-122.21467,145,AND,site_and_mt_st_helens_butte_camp_transect_C,Primary succession on Mount St. Helens: long-term permanent plots,,3718.577285,4.403053941,662.7945729,0.587109713,0,0,1
46.18049,-122.21561,145,AND,site_and_mt_st_helens_butte_camp_transect_D,Primary succession on Mount St. Helens: long-term permanent plots,,3701.299631,4.475372642,658.7937556,0.585543016,0,0,1
46.201667,-122.22667,145,AND,site_and_mt_st_helens_lahars,Primary succession on Mount St. Helens: long-term permanent plots,,3651.119058,4.430651671,652.7411024,0.563257926,0,0,1
46.15334,-122.1523,145,AND,site_and_mt_st_helens_pinecreek_ridge_transect_A,Primary succession on Mount St. Helens: long-term permanent plots,,3941.477237,6.068278492,727.7104083,0.579105922,0,0,1
46.15443,-122.15837,145,AND,site_and_mt_st_helens_pinecreek_ridge_transect_B,Primary succession on Mount St. Helens: long-term permanent plots,,3953.795973,5.871289154,728.4024859,0.586165971,0,0,1
46.211667,-122.145,145,AND,site_and_mt_st_helens_plains_of_abraham,Primary succession on Mount St. Helens: long-term permanent plots,,3626.293398,4.667562799,731.7296959,0.607750405,0,0,1
46.23449,-122.15929,145,AND,site_and_mt_st_helens_pumice_plain,Primary succession on Mount St. Helens: long-term permanent plots,,3236.791678,5.124309739,674.6713716,0.55824478,0,0,1
46.36957,-122.22354,145,AND,site_and_mt_st_helens_studebaker_ridge,Primary succession on Mount St. Helens: long-term permanent plots,,2267.478224,7.514105729,419.9987226,0.554549908,0,0,10
46.21814,-122.23514,145,AND,site_and_mt_st_helens_toutle_ridge,Primary succession on Mount St. Helens: long-term permanent plots,,3308.855518,5.307512564,590.1835741,0.533620044,0,0,1
46.1763,-122.22349,146,AND,site_and_mt_st_helens_lahar_grid_1,Mount St. Helens Vegetation Succession,,3577.277348,5.013324664,630.9289915,0.57278805,0,0,1
46.1766,-122.22276,146,AND,site_and_mt_st_helens_lahar_grid_2,Mount St. Helens Vegetation Succession,,3587.463629,4.967952216,633.1571107,0.57394513,0,0,1
46.2124,-122.13956,146,AND,site_and_mt_st_helens_plains_of_abraham_grid,Mount St. Helens Vegetation Succession,,3497.055764,5.036637537,705.685333,0.602013373,0,0,1
46.23413,-122.15966,146,AND,site_and_mt_st_helens_pumice_plains,Mount St. Helens Vegetation Succession,,3251.233298,5.092596474,677.2049216,0.558988069,0,0,1
34.05076667,-119.7414167,15,SBC,BC 1,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,388.2436382,14.90582879,182.3938375,0.501734306,0,0,1
34.05116667,-119.7418167,15,SBC,BC 2,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,388.4614473,14.89829184,182.5112883,0.501460465,0,0,1
34.05035,-119.7406333,15,SBC,BC Point,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,387.5086554,14.91452603,182.0221179,0.50197094,0,0,1
34.05815,-119.75745,15,SBC,Diablo,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,396.1830706,14.75136543,186.4619987,0.499041924,0,0,1
34.05365,-119.7496333,15,SBC,Fern 1,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,396.1492671,14.83871094,186.4865579,0.500533147,0,0,1
34.05291667,-119.7470333,15,SBC,Fern O,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,393.6542359,14.85706071,185.1772212,0.500755357,0,0,1
34.05695,-119.7551,15,SBC,Fry's 1,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,396.2089918,14.77363882,186.4816305,0.498984858,0,0,1
34.05765,-119.7558833,15,SBC,Fry's 2,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,395.850839,14.76147172,186.3195919,0.498939522,0,0,1
34.05776667,-119.7563,15,SBC,Fry's 3,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,395.9623749,14.7589989,186.3673492,0.498961276,0,0,1
34.04345,-119.7140833,15,SBC,Twin E,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,350.2853338,15.087015,164.7611898,0.508854369,0,0,1
34.0444,-119.7151333,15,SBC,Twin W,SBC LTER: Santa Cruz Island: Abundance and Biomass of Benthic Organisms (food resource collection),Altitude -30 ft,352.1077928,15.06941915,165.5222067,0.508191668,0,0,1
34.05076667,-119.7414167,16,SBC,BC 1,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,388.2436382,14.90582879,182.3938375,0.501734306,0,0,1
34.05116667,-119.7418167,16,SBC,BC 2,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,388.4614473,14.89829184,182.5112883,0.501460465,0,0,1
34.05035,-119.7406333,16,SBC,BC Point,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,387.5086554,14.91452603,182.0221179,0.50197094,0,0,1
34.05815,-119.75745,16,SBC,Diablo,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,396.1830706,14.75136543,186.4619987,0.499041924,0,0,1
34.05365,-119.7496333,16,SBC,Fern 1,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,396.1492671,14.83871094,186.4865579,0.500533147,0,0,1
34.05291667,-119.7470333,16,SBC,Fern O,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,393.6542359,14.85706071,185.1772212,0.500755357,0,0,1
34.05695,-119.7551,16,SBC,Fry's 1,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,396.2089918,14.77363882,186.4816305,0.498984858,0,0,1
34.05765,-119.7558833,16,SBC,Fry's 2,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,395.850839,14.76147172,186.3195919,0.498939522,0,0,1
34.05776667,-119.7563,16,SBC,Fry's 3,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,395.9623749,14.7589989,186.3673492,0.498961276,0,0,1
34.04345,-119.7140833,16,SBC,Twin E,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,350.2853338,15.087015,164.7611898,0.508854369,0,0,1
34.0444,-119.7151333,16,SBC,Twin W,SBC LTER: Santa Cruz Island: Abundance of Pycnopodia helianthoides,Altitude -30 ft,352.1077928,15.06941915,165.5222067,0.508191668,0,0,1
34.400275,-119.7445915,18,SBC,ABUR,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,505.7873218,15.23843612,242.4681274,0.548604511,0,0,1
34.471817,-120.1426165,18,SBC,AHND,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,563.4560362,14.59029961,267.0789138,0.472908155,0,0,1
34.46774988,-120.11905,18,SBC,AQUE,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,541.8077662,14.33591616,257.7192643,0.488126422,0,0,1
34.05076667,-119.7414167,18,SBC,BC 1,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,388.2436382,14.90582879,182.3938375,0.501734306,0,0,1
34.05116667,-119.7418167,18,SBC,BC 2,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,388.4614473,14.89829184,182.5112883,0.501460465,0,0,1
34.05035,-119.7406333,18,SBC,BC Point,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,387.5086554,14.91452603,182.0221179,0.50197094,0,0,1
34.45850533,-120.33349,18,SBC,BULL,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,412.9717663,14.12882564,189.8979815,0.497361435,0,0,1
34.3916319,-119.5416933,18,SBC,CARP,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,533.5038084,15.42472181,259.1613989,0.552697579,0,0,1
34.05291667,-119.7470333,18,SBC,Fern Offshore,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,393.6542359,14.85706071,185.1772212,0.500755357,0,0,1
34.05695,-119.7551,18,SBC,Fry's 1,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,396.2089918,14.77363882,186.4816305,0.498984858,0,0,1
34.05765,-119.7558833,18,SBC,Fry's 2,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,395.850839,14.76147172,186.3195919,0.498939522,0,0,1
34.05776667,-119.7563,18,SBC,Fry's 3,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,395.9623749,14.7589989,186.3673492,0.498961276,0,0,1
34.4137165,-119.8221,18,SBC,GOLB,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,497.0561035,14.84418483,239.6930032,0.549412774,0,0,1
34.402783,-119.85755,18,SBC,IVEE,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,496.0664159,14.63390393,237.6064256,0.564562278,0,0,1
34.3940708,-119.72957,18,SBC,MOHK,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,501.3399693,15.18025464,241.5170651,0.551083946,0,0,1
34.4221216,-119.95154,18,SBC,NAPL,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,507.0051657,14.15537143,241.6102114,0.531922671,0,0,1
34.05865,-119.75763,18,SBC,SCDI,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,395.6670626,14.74360467,186.2353567,0.499110317,0,0,1
34.0444335,-119.71513,18,SBC,SCTW,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,352.1077618,15.06888784,165.5204305,0.508190518,0,0,1
34.04345,-119.7140833,18,SBC,Twin E,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,350.2853338,15.087015,164.7611898,0.508854369,0,0,1
34.0444,-119.7151333,18,SBC,Twin W,"SBC LTER: Reef: Sightings of sea otters (Enhydra lutris) near Santa Barbara and Channel Islands, ongoing since 2007",,352.1077928,15.06941915,165.5222067,0.508191668,0,0,1
34.400275,-119.74459,2,SBC,ABUR,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,505.7872549,15.23844765,242.4682291,0.548603983,0,0,1
34.471817,-120.14262,2,SBC,AHND,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,563.4574207,14.59032004,267.0794928,0.472907128,0,0,1
34.4677499,-120.11905,2,SBC,AQUE,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,541.8078324,14.33591702,257.719294,0.488126375,0,0,1
34.4585053,-120.33349,2,SBC,BULL,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,412.9716593,14.12882469,189.8979393,0.497361487,0,0,1
34.3916319,-119.54169,2,SBC,CARP,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,533.5047573,15.42473524,259.1617176,0.552694168,0,0,1
34.4137165,-119.8221,2,SBC,GOLB,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,497.0561035,14.84418483,239.6930032,0.549412774,0,0,1
34.402783,-119.85755,2,SBC,IVEE,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,496.0664159,14.63390393,237.6064256,0.564562278,0,0,1
34.3940708,-119.72957,2,SBC,MOHK,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,501.3399693,15.18025464,241.5170651,0.551083946,0,0,1
34.4221216,-119.95154,2,SBC,NAPL,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,underwater,507.0051657,14.15537143,241.6102114,0.531922671,0,0,1
34.05865,-119.75763,2,SBC,SCDI,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,on land,395.6670626,14.74360467,186.2353567,0.499110317,0,0,1
34.0444335,-119.71513,2,SBC,SCTW,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,On land,352.1077618,15.06888784,165.5204305,0.508190518,0,0,1
34.36755,-119.73012,20,SBC,Mohawk Inshore Cross Shelf 1,"SBC LTER: Cross-shelf Study 2008-2009: Profiles of CTD, biogeochemistry, primary production, abundance of phytoplankton groups, and abundance and production of bacteria",,489.7629127,14.63933495,235.5030373,0.576772567,0,0,1
34.3758,-119.73012,20,SBC,Mohawk Reef Cross Shelf 2,"SBC LTER: Cross-shelf Study 2008-2009: Profiles of CTD, biogeochemistry, primary production, abundance of phytoplankton groups, and abundance and production of bacteria",,490.2496769,14.66181933,235.750786,0.575548069,0,0,1
34.385,-119.73012,20,SBC,Mohawk Reef Cross Shelf 3,"SBC LTER: Cross-shelf Study 2008-2009: Profiles of CTD, biogeochemistry, primary production, abundance of phytoplankton groups, and abundance and production of bacteria",,495.8474647,14.92038972,238.6210176,0.56239124,0,0,1
34.39013,-119.73012,20,SBC,Mohawk Reef Cross Shelf 4,"SBC LTER: Cross-shelf Study 2008-2009: Profiles of CTD, biogeochemistry, primary production, abundance of phytoplankton groups, and abundance and production of bacteria",,498.9688399,15.06457082,240.2380292,0.555822251,0,0,1
34.39338,-119.73012,20,SBC,Mohawk Reef Cross Shelf 5,"SBC LTER: Cross-shelf Study 2008-2009: Profiles of CTD, biogeochemistry, primary production, abundance of phytoplankton groups, and abundance and production of bacteria",,500.9463193,15.15591362,241.2684411,0.551956784,0,0,1
34.336,-106.722,21,SEV,BOER,"Long-Term Core Site Grasshopper Dynamics for the Sevilleta National Wildlife Refuge, New Mexico (1992-2013)",,281.7638053,13.91459842,57.94718427,0.490828458,0,0,1
34.336,-106.634,21,SEV,BOGR,"Long-Term Core Site Grasshopper Dynamics for the Sevilleta National Wildlife Refuge, New Mexico (1992-2013)",,314.5748553,13.04190206,59.01619095,0.497231057,0,0,1
34.333,-106.736,21,SEV,LATR,"Long-Term Core Site Grasshopper Dynamics for the Sevilleta National Wildlife Refuge, New Mexico (1992-2013)",,278.8194461,14.00037685,58.59031757,0.493589392,0,0,1
34.371,-106.537,21,SEV,PJ,"Long-Term Core Site Grasshopper Dynamics for the Sevilleta National Wildlife Refuge, New Mexico (1992-2013)",,380.4535602,11.58342839,74.3193075,0.605588473,0,0,4
45.42296,-93.1971,221,CDR,site_cdr_exp001_field_A,"e001: Long-Term Nitrogen Deposition: Population, Community, and Ecosystem Consequences",,782.3018081,6.554088457,147.7595535,1.020176327,0,0,1
45.42578,-93.2099,221,CDR,site_cdr_exp001_field_B,"e001: Long-Term Nitrogen Deposition: Population, Community, and Ecosystem Consequences",,783.7019534,6.541027484,148.4248439,1.022947034,0,0,1
45.39772,-93.1917,221,CDR,site_cdr_exp001_field_C,"e001: Long-Term Nitrogen Deposition: Population, Community, and Ecosystem Consequences",,783.2967513,6.609752104,147.7994385,1.01099406,0,0,1
45.39713,-93.1809,221,CDR,site_cdr_exp001_field_D,"e001: Long-Term Nitrogen Deposition: Population, Community, and Ecosystem Consequences",,782.3683944,6.608313713,147.2454195,1.010965599,0,0,1
45.42296,-93.1971,223,CDR,site_cdr_exp002_field_A,e002: Long-Term Nitrogen Deposition During Grassland Succession,,782.3018081,6.554088457,147.7595535,1.020176327,0,0,1
45.42578,-93.2099,223,CDR,site_cdr_exp002_field_B,e002: Long-Term Nitrogen Deposition During Grassland Succession,,783.7019534,6.541027484,148.4248439,1.022947034,0,0,1
45.39772,-93.1917,223,CDR,site_cdr_exp002_field_C,e002: Long-Term Nitrogen Deposition During Grassland Succession,,783.2967513,6.609752104,147.7994385,1.01099406,0,0,1
45.42578,-93.2099,225,CDR,site_cdr_exp012_field_B,e012: Effect of Fire Frequency on Grassland Vegetation and Soils,,783.7019534,6.541027484,148.4248439,1.022947034,0,0,1
45.43459,-93.1957,231,CDR,site_cdr_core_old_field_10,e054: Old-Field Chronosequence: Plant Productivity,,782.1574684,6.502543833,147.125258,1.029013005,0,0,1
45.4277,-93.2057,231,CDR,site_cdr_core_old_field_24,e054: Old-Field Chronosequence: Plant Productivity,,783.0245622,6.53259351,148.0490493,1.024258592,0,0,1
45.42444,-93.2048,231,CDR,site_cdr_core_old_field_26,e054: Old-Field Chronosequence: Plant Productivity,,782.9307847,6.547917345,148.1580218,1.021563981,0,0,1
45.4274,-93.1867,231,CDR,site_cdr_core_old_field_28,e054: Old-Field Chronosequence: Plant Productivity,,781.4156454,6.534607608,146.9434855,1.023047968,0,0,1
45.41756,-93.2073,231,CDR,site_cdr_core_old_field_35,e054: Old-Field Chronosequence: Plant Productivity,,783.0837472,6.580829826,148.7286528,1.016070496,0,0,1
45.4198,-93.1902,231,CDR,site_cdr_core_old_field_39,e054: Old-Field Chronosequence: Plant Productivity,,781.7691624,6.566851911,147.5440573,1.017765987,0,0,1
45.43583,-93.2032,231,CDR,site_cdr_core_old_field_4,e054: Old-Field Chronosequence: Plant Productivity,,782.8443734,6.494954794,147.538645,1.0307626,0,0,1
45.4198,-93.1902,231,CDR,site_cdr_core_old_field_41,e054: Old-Field Chronosequence: Plant Productivity,,781.7691624,6.566851911,147.5440573,1.017765987,0,0,1
45.41277,-93.1908,231,CDR,site_cdr_core_old_field_45,e054: Old-Field Chronosequence: Plant Productivity,,782.1213776,6.586366604,147.7298394,1.014579341,0,0,1
45.43459,-93.1957,231,CDR,site_cdr_core_old_field_5,e054: Old-Field Chronosequence: Plant Productivity,,782.1574684,6.502543833,147.125258,1.029013005,0,0,1
45.40766,-93.2105,231,CDR,site_cdr_core_old_field_53,e054: Old-Field Chronosequence: Plant Productivity,,784.6319424,6.598516783,148.9317547,1.01325204,0,0,1
45.3973,-93.1853,231,CDR,site_cdr_core_old_field_70,e054: Old-Field Chronosequence: Plant Productivity,,782.7526095,6.609004079,147.4589967,1.010954605,0,0,1
45.39903,-93.1827,231,CDR,site_cdr_core_old_field_72,e054: Old-Field Chronosequence: Plant Productivity,,782.4038439,6.60572286,147.3122728,1.011383818,0,0,1
45.38568,-93.205,231,CDR,site_cdr_core_old_field_77,e054: Old-Field Chronosequence: Plant Productivity,,785.4933949,6.630614867,148.8675647,1.008341084,0,0,1
45.41328,-93.1844,231,CDR,site_cdr_core_old_field_LS,e054: Old-Field Chronosequence: Plant Productivity,,781.5871611,6.58382572,147.391713,1.014795296,0,0,1
45.42296,-93.1971,233,CDR,site_cdr_exp097_filed_A,e097: Nitrogen Addition and Dynamics of Recovery from Cessation of N Addition,,782.3018081,6.554088457,147.7595535,1.020176327,0,0,1
45.39772,-93.1917,233,CDR,site_cdr_exp097_filed_C,e097: Nitrogen Addition and Dynamics of Recovery from Cessation of N Addition,,783.2967513,6.609752104,147.7994385,1.01099406,0,0,1
45.42578,-93.2099,235,CDR,site_cdr_exp098_field_B,e098: Fire X Nitrogen: Interactive Effects in a Prairie-Like Grassland,,783.7019534,6.541027484,148.4248439,1.022947034,0,0,1
45.39652,-93.2023,241,CDR,site_cdr_exp133,e133: Effect of Burning Patterns on Vegetation in the Fish Lake Burn Compartments,"Multiple locations in this expriment, this is an aproximate central point",784.3434764,6.613876452,148.4658245,1.010674086,0,0,1
45.39772,-93.1917,243,CDR,site_crd_exp172_field_C,e172: Herbivory by Nitrogen Interactive Effects on Community and Ecosystem Processes and Dynamics,,783.2967513,6.609752104,147.7994385,1.01099406,0,0,1
45.40309,-93.189,244,CDR,site_cdr_exp244,"e244: Natural Enemies, Plant Diversity and Plant Community Composition",,782.6717654,6.600852158,147.6118369,1.012264734,0,0,1
45.40309,-93.189,245,CDR,site_cdr_exp244,"e244: Natural Enemies, Plant Diversity and Plant Community Composition",,782.6717654,6.600852158,147.6118369,1.012264734,0,0,1
45.38867,-93.1805,245,CDR,site_cdr_exp245,e245: The influence of natural enemies on plant community composition and productivity,,782.8814815,6.621569354,147.3663727,1.009061555,0,0,1
45.38867,-93.1805,246,CDR,site_cdr_exp245,e245: The influence of natural enemies on plant community composition and productivity,,782.8814815,6.621569354,147.3663727,1.009061555,0,0,1
45.40309,-93.189,248,CDR,site_cdr_exp249,e249: BAC: Biodiversity and Climate,,782.6717654,6.600852158,147.6118369,1.012264734,0,0,1
34.336,-106.722,25,SEV,BOER,"Rodent Parasite Data for the Sevilleta National Wildlife Refuge, New Mexico (1990-1998)",,281.7638053,13.91459842,57.94718427,0.490828458,0,0,1
34.3718,-106.534,25,SEV,goatdraw,"Rodent Parasite Data for the Sevilleta National Wildlife Refuge, New Mexico (1990-1998)",,379.05937,11.63658232,73.88454333,0.596451216,0,0,2
